datahora, temperatura_C, pressão_Pa, humidade_Rel, radiação_W/m2
2022-05-12 04:30:00,13.40,100.5,90.00,0.00
2022-05-12 04:45:00,13.30,100.5,90.00,0.00
2022-05-12 05:00:00,13.20,100.5,90.00,0.00
2022-05-12 05:15:00,13.30,100.5,90.00,0.00
2022-05-12 05:30:00,13.20,100.5,90.00,0.00
2022-05-12 05:45:00,13.20,100.5,90.00,0.00
2022-05-12 06:00:00,13.30,100.5,90.00,0.00
2022-05-12 06:15:00,13.30,100.5,90.00,0.00
2022-05-12 06:30:00,13.40,100.5,90.00,2.00
2022-05-12 06:45:00,13.30,100.5,90.00,11.00
2022-05-12 07:00:00,13.20,100.5,90.00,26.00
2022-05-12 07:15:00,13.20,100.5,90.00,39.00
2022-05-12 07:30:00,13.40,100.5,90.00,53.00
2022-05-12 07:45:00,13.80,100.6,90.00,107.00
2022-05-12 08:00:00,14.50,100.5,90.00,146.00
2022-05-12 08:15:00,15.50,100.6,80.00,197.00
2022-05-12 08:30:00,16.30,100.6,80.00,252.00
2022-05-12 08:45:00,16.50,100.6,80.00,216.00
2022-05-12 09:00:00,17.00,100.6,80.00,300.00
2022-05-12 09:15:00,18.10,100.6,70.00,361.00
2022-05-12 09:30:00,19.30,100.6,70.00,393.00
2022-05-12 09:45:00,20.00,100.6,60.00,420.00
2022-05-12 10:00:00,20.70,100.6,60.00,396.00
2022-05-12 10:15:00,21.30,100.6,60.00,465.00
2022-05-12 10:30:00,22.00,100.6,60.00,502.00
2022-05-12 10:45:00,22.10,100.6,60.00,317.00
2022-05-12 11:00:00,22.20,100.6,60.00,390.00
2022-05-12 11:15:00,22.30,100.6,50.00,404.00
2022-05-12 11:30:00,23.20,100.6,50.00,450.00
2022-05-12 11:45:00,22.60,100.6,60.00,564.00
2022-05-12 12:00:00,22.30,100.7,60.00,704.00
2022-05-12 12:15:00,21.80,100.7,60.00,593.00
2022-05-12 12:30:00,21.60,100.7,60.00,669.00
2022-05-12 12:45:00,21.60,100.7,60.00,756.00
2022-05-12 13:00:00,22.00,100.7,60.00,802.00
2022-05-12 13:15:00,22.60,100.7,60.00,708.00
2022-05-12 13:30:00,22.40,100.6,60.00,565.00
2022-05-12 13:45:00,22.70,100.6,60.00,499.00
2022-05-12 14:00:00,22.70,100.6,60.00,721.00
2022-05-12 14:15:00,22.70,100.6,60.00,682.00
2022-05-12 14:30:00,23.10,100.6,60.00,685.00
2022-05-12 14:45:00,23.00,100.7,60.00,615.00
2022-05-12 15:00:00,23.70,100.6,60.00,674.00
2022-05-12 15:15:00,23.70,100.6,50.00,723.00
2022-05-12 15:30:00,24.10,100.6,50.00,647.00
2022-05-12 15:45:00,23.80,100.6,50.00,695.00
2022-05-12 16:00:00,24.10,100.6,50.00,686.00
2022-05-12 16:15:00,24.30,100.6,50.00,651.00
2022-05-12 16:30:00,24.60,100.6,50.00,628.00
2022-05-12 16:45:00,24.50,100.6,50.00,594.00
2022-05-12 17:00:00,24.60,100.6,50.00,559.00
2022-05-12 17:15:00,24.50,100.6,50.00,524.00
2022-05-12 17:30:00,23.70,100.6,50.00,486.00
2022-05-12 17:45:00,23.10,100.6,60.00,447.00
2022-05-12 18:00:00,23.30,100.6,50.00,402.00
2022-05-12 18:15:00,23.00,100.6,60.00,355.00
2022-05-12 18:30:00,23.00,100.7,50.00,258.00
2022-05-12 18:45:00,22.80,100.7,50.00,212.00
2022-05-12 19:00:00,22.80,100.7,60.00,223.00
2022-05-12 19:15:00,22.30,100.7,60.00,152.00
2022-05-12 19:30:00,21.80,100.7,60.00,136.00
2022-05-12 19:45:00,21.50,100.7,60.00,78.00
2022-05-12 20:00:00,21.20,100.7,60.00,30.00
2022-05-12 20:15:00,20.40,100.7,60.00,14.00
2022-05-12 20:30:00,19.90,100.7,70.00,8.00
2022-05-12 20:45:00,19.40,100.7,70.00,3.00
2022-05-12 21:00:00,19.10,100.7,70.00,0.00
2022-05-12 21:15:00,18.80,100.8,70.00,0.00
2022-05-12 21:30:00,18.70,100.8,70.00,0.00
2022-05-12 21:45:00,18.70,100.8,70.00,0.00
2022-05-12 22:00:00,18.80,100.8,70.00,0.00
2022-05-12 22:15:00,18.60,100.8,70.00,0.00
2022-05-12 22:30:00,18.40,100.8,70.00,0.00
2022-05-12 22:45:00,18.20,100.8,70.00,0.00
2022-05-12 23:00:00,17.80,100.8,70.00,0.00
2022-05-12 23:15:00,16.90,100.8,80.00,0.00
2022-05-12 23:30:00,16.70,100.8,80.00,0.00
2022-05-12 23:45:00,16.40,100.8,80.00,0.00
2022-05-13 00:00:00,16.30,100.8,80.00,0.00
2022-05-13 00:15:00,16.10,100.8,80.00,0.00
2022-05-13 00:30:00,15.80,100.8,80.00,0.00
2022-05-13 00:45:00,15.80,100.8,80.00,0.00
2022-05-13 01:00:00,15.70,100.8,90.00,0.00
2022-05-13 01:15:00,15.70,100.8,80.00,0.00
2022-05-13 01:30:00,15.40,100.8,90.00,0.00
2022-05-13 01:45:00,15.20,100.8,90.00,0.00
2022-05-13 02:00:00,15.50,100.7,80.00,0.00
2022-05-13 02:15:00,15.50,100.7,80.00,0.00
2022-05-13 02:30:00,15.20,100.7,80.00,0.00
2022-05-13 02:45:00,15.10,100.7,80.00,0.00
2022-05-13 03:00:00,15.20,100.8,80.00,0.00
2022-05-13 03:15:00,15.00,100.7,80.00,0.00
2022-05-13 03:30:00,14.70,100.7,80.00,0.00
2022-05-13 03:45:00,14.60,100.7,80.00,0.00
2022-05-13 04:00:00,14.40,100.7,90.00,0.00
2022-05-13 04:15:00,14.20,100.7,90.00,0.00
2022-05-13 04:30:00,14.10,100.7,90.00,0.00
2022-05-13 04:45:00,13.90,100.7,90.00,0.00
2022-05-13 05:00:00,13.80,100.7,90.00,0.00
2022-05-13 05:15:00,13.80,100.7,90.00,0.00
2022-05-13 05:30:00,13.60,100.7,90.00,0.00
2022-05-13 05:45:00,13.50,100.7,80.00,0.00
2022-05-13 06:00:00,13.50,100.7,80.00,0.00
2022-05-13 06:15:00,13.50,100.7,80.00,1.00
2022-05-13 06:30:00,13.50,100.8,80.00,6.00
2022-05-13 06:45:00,13.70,100.8,80.00,19.00
2022-05-13 07:00:00,14.10,100.7,80.00,40.00
2022-05-13 07:15:00,14.50,100.8,80.00,64.00
2022-05-13 07:30:00,14.90,100.7,80.00,94.00
2022-05-13 07:45:00,15.40,100.8,80.00,126.00
2022-05-13 08:00:00,16.40,100.8,70.00,148.00
2022-05-13 08:15:00,16.90,100.8,70.00,180.00
2022-05-13 08:30:00,17.80,100.8,70.00,234.00
2022-05-13 08:45:00,18.50,100.8,60.00,275.00
2022-05-13 09:00:00,19.20,100.8,60.00,314.00
2022-05-13 09:15:00,20.00,100.7,60.00,354.00
2022-05-13 09:30:00,21.20,100.8,60.00,393.00
2022-05-13 09:45:00,22.10,100.8,50.00,430.00
2022-05-13 10:00:00,22.80,100.8,50.00,428.00
2022-05-13 10:15:00,23.20,100.8,50.00,458.00
2022-05-13 10:30:00,23.60,100.8,50.00,537.00
2022-05-13 10:45:00,24.40,100.8,50.00,573.00
2022-05-13 11:00:00,24.60,100.8,50.00,606.00
2022-05-13 11:15:00,25.50,100.8,40.00,634.00
2022-05-13 11:30:00,25.70,100.8,50.00,662.00
2022-05-13 11:45:00,26.00,100.8,50.00,683.00
2022-05-13 12:00:00,26.20,100.8,50.00,708.00
2022-05-13 12:15:00,26.10,100.8,50.00,726.00
2022-05-13 12:30:00,24.60,100.8,50.00,748.00
2022-05-13 12:45:00,24.80,100.8,50.00,762.00
2022-05-13 13:00:00,24.30,100.8,50.00,777.00
2022-05-13 13:15:00,24.80,100.8,50.00,770.00
2022-05-13 13:30:00,24.90,100.8,50.00,710.00
2022-05-13 13:45:00,25.20,100.7,40.00,786.00
2022-05-13 14:00:00,25.60,100.7,40.00,796.00
2022-05-13 14:15:00,25.90,100.7,40.00,764.00
2022-05-13 14:30:00,26.40,100.7,40.00,709.00
2022-05-13 14:45:00,26.50,100.7,40.00,659.00
2022-05-13 15:00:00,26.70,100.7,40.00,675.00
2022-05-13 15:15:00,26.30,100.7,40.00,706.00
2022-05-13 15:30:00,26.10,100.7,40.00,629.00
2022-05-13 15:45:00,25.90,100.7,40.00,676.00
2022-05-13 16:00:00,26.80,100.7,40.00,656.00
2022-05-13 16:15:00,26.70,100.7,40.00,611.00
2022-05-13 16:30:00,26.60,100.7,40.00,635.00
2022-05-13 16:45:00,26.10,100.7,40.00,583.00
2022-05-13 17:00:00,26.40,100.7,40.00,545.00
2022-05-13 17:15:00,26.60,100.6,30.00,515.00
2022-05-13 17:30:00,26.80,100.7,30.00,449.00
2022-05-13 17:45:00,26.60,100.7,40.00,364.00
2022-05-13 18:00:00,26.30,100.7,40.00,321.00
2022-05-13 18:15:00,26.10,100.7,40.00,256.00
2022-05-13 18:30:00,25.30,100.7,40.00,185.00
2022-05-13 18:45:00,25.00,100.6,40.00,157.00
2022-05-13 19:00:00,24.40,100.6,40.00,128.00
2022-05-13 19:15:00,24.30,100.6,40.00,106.00
2022-05-13 19:30:00,24.00,100.6,40.00,84.00
2022-05-13 19:45:00,23.50,100.6,40.00,58.00
2022-05-13 20:00:00,23.20,100.6,40.00,49.00
2022-05-13 20:15:00,23.00,100.6,30.00,38.00
2022-05-13 20:30:00,22.70,100.6,30.00,17.00
2022-05-13 20:45:00,22.40,100.6,30.00,3.00
2022-05-13 21:00:00,22.00,100.6,30.00,0.00
2022-05-13 21:15:00,21.70,100.6,30.00,0.00
2022-05-13 21:30:00,21.40,100.6,30.00,0.00
2022-05-13 21:45:00,21.30,100.6,30.00,0.00
2022-05-13 22:00:00,21.10,100.6,40.00,0.00
2022-05-13 22:15:00,21.10,100.6,30.00,0.00
2022-05-13 22:30:00,20.80,100.6,40.00,0.00
2022-05-13 22:45:00,20.80,100.6,40.00,0.00
2022-05-13 23:00:00,20.50,100.6,40.00,0.00
2022-05-13 23:15:00,20.00,100.6,40.00,0.00
2022-05-13 23:30:00,20.00,100.6,40.00,0.00
2022-05-13 23:45:00,20.10,100.6,40.00,0.00
2022-05-14 00:00:00,19.70,100.6,40.00,0.00
2022-05-14 00:15:00,19.40,100.6,50.00,0.00
2022-05-14 00:30:00,19.10,100.5,50.00,0.00
2022-05-14 00:45:00,18.80,100.5,50.00,0.00
2022-05-14 01:00:00,18.90,100.5,40.00,0.00
2022-05-14 01:15:00,18.80,100.5,40.00,0.00
2022-05-14 01:30:00,18.50,100.5,50.00,0.00
2022-05-14 01:45:00,18.50,100.5,50.00,0.00
2022-05-14 02:00:00,18.30,100.4,50.00,0.00
2022-05-14 02:15:00,18.40,100.4,50.00,0.00
2022-05-14 02:30:00,18.50,100.4,50.00,0.00
2022-05-14 02:45:00,18.10,100.4,50.00,0.00
2022-05-14 03:00:00,17.90,100.4,50.00,0.00
2022-05-14 03:15:00,18.00,100.4,50.00,0.00
2022-05-14 03:30:00,18.10,100.3,50.00,0.00
2022-05-14 03:45:00,17.80,100.3,60.00,0.00
2022-05-14 04:00:00,17.90,100.3,60.00,0.00
2022-05-14 04:15:00,17.90,100.3,60.00,0.00
2022-05-14 04:30:00,17.80,100.3,60.00,0.00
2022-05-14 04:45:00,17.70,100.3,60.00,0.00
2022-05-14 05:00:00,17.70,100.3,60.00,0.00
2022-05-14 05:15:00,17.50,100.2,60.00,0.00
2022-05-14 05:30:00,17.40,100.2,60.00,0.00
2022-05-14 05:45:00,17.50,100.2,60.00,0.00
2022-05-14 06:00:00,17.70,100.2,60.00,0.00
2022-05-14 06:15:00,17.90,100.3,60.00,0.00
2022-05-14 06:30:00,17.60,100.4,60.00,0.00
2022-05-14 06:45:00,17.10,100.5,70.00,0.00
2022-05-14 07:00:00,16.40,100.4,80.00,0.00
2022-05-14 07:15:00,16.00,100.4,80.00,0.00
2022-05-14 07:30:00,16.10,100.3,80.00,1.00
2022-05-14 07:45:00,16.20,100.3,80.00,4.00
2022-05-14 08:00:00,17.00,100.3,80.00,10.00
2022-05-14 08:15:00,17.40,100.3,80.00,22.00
2022-05-14 08:30:00,18.10,100.3,70.00,41.00
2022-05-14 08:45:00,18.50,100.2,70.00,69.00
2022-05-14 09:00:00,19.10,100.2,70.00,80.00
2022-05-14 09:15:00,19.30,100.3,70.00,47.00
2022-05-14 09:30:00,19.30,100.3,70.00,52.00
2022-05-14 09:45:00,18.90,100.3,70.00,108.00
2022-05-14 10:00:00,18.50,100.3,70.00,101.00
2022-05-14 10:15:00,18.40,100.3,70.00,113.00
2022-05-14 10:30:00,18.80,100.2,70.00,316.00
2022-05-14 10:45:00,20.10,100.2,70.00,435.00
2022-05-14 11:00:00,20.70,100.2,70.00,468.00
2022-05-14 11:15:00,20.90,100.2,70.00,379.00
2022-05-14 11:30:00,21.80,100.2,70.00,546.00
2022-05-14 11:45:00,22.90,100.2,60.00,589.00
2022-05-14 12:00:00,24.00,100.2,60.00,714.00
2022-05-14 12:15:00,25.10,100.2,50.00,740.00
2022-05-14 12:30:00,25.90,100.2,50.00,751.00
2022-05-14 12:45:00,26.30,100.2,50.00,770.00
2022-05-14 13:00:00,26.50,100.1,50.00,776.00
2022-05-14 13:15:00,27.30,100.1,50.00,770.00
2022-05-14 13:30:00,27.60,100.1,50.00,711.00
2022-05-14 13:45:00,28.20,100.1,50.00,704.00
2022-05-14 14:00:00,28.20,100.1,50.00,587.00
2022-05-14 14:15:00,29.00,100.0,50.00,733.00
2022-05-14 14:30:00,29.30,100.0,40.00,672.00
2022-05-14 14:45:00,29.70,100.0,40.00,627.00
2022-05-14 15:00:00,30.30,100.0,40.00,686.00
2022-05-14 15:15:00,30.70,100.0,40.00,713.00
2022-05-14 15:30:00,31.00,99.9,40.00,696.00
2022-05-14 15:45:00,31.00,99.9,40.00,664.00
2022-05-14 16:00:00,31.30,99.9,40.00,685.00
2022-05-14 16:15:00,29.40,100.0,40.00,625.00
2022-05-14 16:30:00,27.70,99.9,50.00,606.00
2022-05-14 16:45:00,27.40,99.9,50.00,572.00
2022-05-14 17:00:00,27.10,99.9,50.00,507.00
2022-05-14 17:15:00,26.90,100.0,50.00,237.00
2022-05-14 17:30:00,26.80,100.0,40.00,142.00
2022-05-14 17:45:00,26.20,100.0,40.00,127.00
2022-05-14 18:00:00,25.50,100.0,40.00,271.00
2022-05-14 18:15:00,25.00,99.9,50.00,232.00
2022-05-14 18:30:00,24.50,99.9,50.00,297.00
2022-05-14 18:45:00,24.80,99.9,40.00,322.00
2022-05-14 19:00:00,25.10,99.9,50.00,251.00
2022-05-14 19:15:00,23.80,99.9,50.00,101.00
2022-05-14 19:30:00,23.20,99.9,50.00,174.00
2022-05-14 19:45:00,22.50,100.0,50.00,128.00
2022-05-14 20:00:00,21.70,100.0,60.00,84.00
2022-05-14 20:15:00,21.30,100.0,60.00,45.00
2022-05-14 20:30:00,20.30,100.0,70.00,21.00
2022-05-14 20:45:00,19.50,100.0,70.00,4.00
2022-05-14 21:00:00,18.80,100.1,80.00,0.00
2022-05-14 21:15:00,18.70,100.1,80.00,0.00
2022-05-14 21:30:00,18.40,100.1,80.00,0.00
2022-05-14 21:45:00,18.40,100.1,80.00,0.00
2022-05-14 22:00:00,18.60,100.2,80.00,0.00
2022-05-14 22:15:00,18.50,100.2,80.00,0.00
2022-05-14 22:30:00,18.40,100.2,80.00,0.00
2022-05-14 22:45:00,18.30,100.2,80.00,0.00
2022-05-14 23:00:00,18.20,100.2,80.00,0.00
2022-05-14 23:15:00,18.10,100.2,80.00,0.00
2022-05-14 23:30:00,18.10,100.2,80.00,0.00
2022-05-14 23:45:00,18.20,100.2,80.00,0.00
2022-05-15 00:00:00,18.20,100.2,80.00,0.00
2022-05-15 00:15:00,18.20,100.2,80.00,0.00
2022-05-15 00:30:00,18.20,100.2,80.00,0.00
2022-05-15 00:45:00,18.20,100.2,80.00,0.00
2022-05-15 01:00:00,18.00,100.2,80.00,0.00
2022-05-15 01:15:00,17.90,100.2,80.00,0.00
2022-05-15 01:30:00,17.70,100.2,80.00,0.00
2022-05-15 01:45:00,17.60,100.2,80.00,0.00
2022-05-15 02:00:00,17.50,100.1,80.00,0.00
2022-05-15 02:15:00,17.40,100.1,80.00,0.00
2022-05-15 02:30:00,17.40,100.1,80.00,0.00
2022-05-15 02:45:00,17.60,100.1,70.00,0.00
2022-05-15 03:00:00,17.60,100.1,70.00,0.00
2022-05-15 03:15:00,17.60,100.1,70.00,0.00
2022-05-15 03:30:00,17.60,100.1,70.00,0.00
2022-05-15 03:45:00,17.50,100.1,70.00,0.00
2022-05-15 04:00:00,17.50,100.1,70.00,0.00
2022-05-15 04:15:00,17.50,100.1,80.00,0.00
2022-05-15 04:30:00,17.40,100.1,80.00,0.00
2022-05-15 04:45:00,17.30,100.1,80.00,0.00
2022-05-15 05:00:00,17.20,100.0,80.00,0.00
2022-05-15 05:15:00,17.20,100.0,80.00,0.00
2022-05-15 05:30:00,16.60,100.1,90.00,0.00
2022-05-15 05:45:00,16.50,100.0,90.00,0.00
2022-05-15 06:00:00,16.50,100.1,90.00,0.00
2022-05-15 06:15:00,16.50,100.1,90.00,0.00
2022-05-15 06:30:00,16.50,100.1,90.00,4.00
2022-05-15 06:45:00,16.50,100.1,90.00,9.00
2022-05-15 07:00:00,16.50,100.1,90.00,10.00
2022-05-15 07:15:00,16.50,100.1,90.00,14.00
2022-05-15 07:30:00,16.50,100.2,90.00,17.00
2022-05-15 07:45:00,16.50,100.2,90.00,33.00
2022-05-15 08:00:00,16.40,100.2,90.00,24.00
2022-05-15 08:15:00,15.50,100.2,90.00,26.00
2022-05-15 08:30:00,14.90,100.2,90.00,27.00
2022-05-15 08:45:00,15.00,100.2,90.00,25.00
2022-05-15 09:00:00,15.10,100.2,90.00,41.00
2022-05-15 09:15:00,15.40,100.2,90.00,55.00
2022-05-15 09:30:00,15.70,100.2,90.00,104.00
2022-05-15 09:45:00,16.00,100.2,90.00,179.00
2022-05-15 10:00:00,16.30,100.3,90.00,307.00
2022-05-15 10:15:00,16.80,100.3,90.00,376.00
2022-05-15 10:30:00,17.80,100.3,90.00,640.00
2022-05-15 10:45:00,17.80,100.3,90.00,433.00
2022-05-15 11:00:00,18.00,100.3,90.00,458.00
2022-05-15 11:15:00,17.80,100.3,80.00,373.00
2022-05-15 11:30:00,17.90,100.4,80.00,355.00
2022-05-15 11:45:00,18.00,100.4,80.00,374.00
2022-05-15 12:00:00,18.00,100.4,80.00,447.00
2022-05-15 12:15:00,18.50,100.4,80.00,486.00
2022-05-15 12:30:00,18.30,100.4,80.00,405.00
2022-05-15 12:45:00,18.70,100.4,80.00,544.00
2022-05-15 13:00:00,18.90,100.4,80.00,551.00
2022-05-15 13:15:00,19.20,100.4,80.00,540.00
2022-05-15 13:30:00,18.80,100.4,80.00,327.00
2022-05-15 13:45:00,19.00,100.4,80.00,598.00
2022-05-15 14:00:00,19.40,100.4,80.00,412.00
2022-05-15 14:15:00,19.10,100.4,80.00,395.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-15 14:30:00,18.80,100.4,80.00,306.00
2022-05-16 12:00:00,17.10,100.8,100.00,273.00
2022-05-16 12:15:00,17.40,100.8,100.00,276.00
2022-05-16 12:30:00,17.80,100.8,90.00,272.00
2022-05-16 12:45:00,18.10,100.8,90.00,436.00
2022-05-16 13:00:00,19.10,100.8,90.00,516.00
2022-05-16 13:15:00,19.60,100.8,80.00,529.00
2022-05-16 13:30:00,20.10,100.8,80.00,540.00
2022-05-16 13:45:00,20.40,100.8,80.00,697.00
2022-05-16 14:00:00,20.80,100.7,70.00,650.00
2022-05-16 14:15:00,21.00,100.7,70.00,624.00
2022-05-16 14:30:00,21.00,100.8,80.00,601.00
2022-05-16 14:45:00,20.80,100.8,80.00,495.00
2022-05-16 15:00:00,20.80,100.7,80.00,611.00
2022-05-16 15:30:00,21.00,100.7,80.00,689.00
2022-05-16 15:45:00,21.30,100.7,80.00,707.00
2022-05-16 16:00:00,21.30,100.7,80.00,648.00
2022-05-16 16:15:00,21.50,100.7,80.00,437.00
2022-05-16 16:30:00,21.60,100.7,70.00,587.00
2022-05-16 16:45:00,21.00,100.7,80.00,302.00
2022-05-16 17:00:00,20.70,100.7,80.00,253.00
2022-05-16 17:15:00,20.30,100.7,80.00,218.00
2022-05-16 17:30:00,19.80,100.8,80.00,177.00
2022-05-16 17:45:00,19.30,100.8,80.00,158.00
2022-05-16 18:00:00,18.50,100.8,90.00,92.00
2022-05-16 18:15:00,18.20,100.8,90.00,120.00
2022-05-16 18:30:00,18.40,100.8,80.00,84.00
2022-05-16 18:45:00,18.30,100.8,80.00,83.00
2022-05-16 19:00:00,18.20,100.8,90.00,99.00
2022-05-16 19:15:00,18.20,100.8,90.00,84.00
2022-05-16 19:30:00,18.10,100.8,90.00,79.00
2022-05-16 19:45:00,18.10,100.8,90.00,66.00
2022-05-16 20:00:00,18.20,100.8,90.00,64.00
2022-05-16 20:15:00,18.10,100.8,90.00,39.00
2022-05-16 20:30:00,17.80,100.8,90.00,11.00
2022-05-16 20:45:00,17.70,100.8,90.00,3.00
2022-05-16 21:00:00,17.70,100.8,90.00,0.00
2022-05-16 21:15:00,17.70,100.8,90.00,0.00
2022-05-16 21:30:00,17.70,100.9,90.00,0.00
2022-05-16 21:45:00,17.60,100.9,90.00,0.00
2022-05-16 22:00:00,17.70,100.9,90.00,0.00
2022-05-16 22:15:00,17.80,100.9,90.00,0.00
2022-05-16 22:30:00,17.80,100.9,90.00,0.00
2022-05-16 22:45:00,17.70,100.9,90.00,0.00
2022-05-16 23:00:00,17.80,100.9,90.00,0.00
2022-05-16 23:15:00,17.80,100.9,90.00,0.00
2022-05-16 23:30:00,17.90,100.9,90.00,0.00
2022-05-16 23:45:00,18.00,100.9,90.00,0.00
2022-05-17 00:00:00,18.10,100.9,90.00,0.00
2022-05-17 00:15:00,18.10,100.8,90.00,0.00
2022-05-17 00:30:00,18.10,100.8,90.00,0.00
2022-05-17 00:45:00,18.00,100.8,90.00,0.00
2022-05-17 01:00:00,18.10,100.8,90.00,0.00
2022-05-17 01:15:00,18.10,100.8,90.00,0.00
2022-05-17 01:30:00,17.80,100.8,90.00,0.00
2022-05-17 01:45:00,17.70,100.8,90.00,0.00
2022-05-17 02:00:00,17.60,100.8,90.00,0.00
2022-05-17 02:15:00,17.50,100.8,90.00,0.00
2022-05-17 02:30:00,17.40,100.8,90.00,0.00
2022-05-17 02:45:00,17.40,100.8,90.00,0.00
2022-05-17 03:00:00,17.40,100.7,90.00,0.00
2022-05-17 03:15:00,17.40,100.7,90.00,0.00
2022-05-17 03:30:00,17.40,100.7,90.00,0.00
2022-05-17 03:45:00,17.40,100.7,90.00,0.00
2022-05-17 04:00:00,17.30,100.7,90.00,0.00
2022-05-17 04:15:00,17.20,100.7,90.00,0.00
2022-05-17 04:30:00,17.20,100.7,90.00,0.00
