datahora;temperatura;radiacao
10/01/2022 06:30;12.7;0
10/01/2022 06:45;12.7;0
10/01/2022 07:00;12.7;0
10/01/2022 07:15;12.6;0
10/01/2022 07:30;12.5;0
10/01/2022 07:45;12.5;0
10/01/2022 08:00;12.5;0
10/01/2022 08:15;12.5;2
10/01/2022 08:30;12.5;6
10/01/2022 08:45;12.4;14
10/01/2022 09:00;12.4;27
10/01/2022 09:15;12.3;39
10/01/2022 09:30;12.4;43
10/01/2022 09:45;12.3;52
10/01/2022 10:00;12.3;62
10/01/2022 10:15;12.3;60
10/01/2022 10:30;12.3;84
10/01/2022 10:45;12.2;85
10/01/2022 11:00;12.3;133
10/01/2022 11:15;12.4;69
10/01/2022 11:30;12.3;104
10/01/2022 11:45;12.4;125
10/01/2022 12:00;12.5;141
10/01/2022 12:15;12.7;153
10/01/2022 12:30;12.8;174
10/01/2022 12:45;13;153
10/01/2022 13:00;13.1;175
10/01/2022 13:15;13.1;158
10/01/2022 13:30;13;133
10/01/2022 13:45;13;116
10/01/2022 14:00;13;113
10/01/2022 14:15;13.1;109
10/01/2022 14:30;13.2;99
10/01/2022 14:45;13.1;82
10/01/2022 15:00;13;69
10/01/2022 15:15;12.9;73
10/01/2022 15:30;13;77
10/01/2022 15:45;13;62
10/01/2022 16:00;13;54
10/01/2022 16:15;12.9;46
10/01/2022 16:30;12.9;37
10/01/2022 16:45;12.7;28
10/01/2022 17:00;12.6;20
10/01/2022 17:15;12.6;7
10/01/2022 17:30;12.5;1
10/01/2022 17:45;12.4;0
10/01/2022 18:00;12.2;0
10/01/2022 18:15;12.1;0
10/01/2022 18:30;12;0
10/01/2022 18:45;11.9;0
10/01/2022 19:00;11.8;0
10/01/2022 19:15;11.8;0
10/01/2022 19:30;11.8;0
10/01/2022 19:45;11.7;0
10/01/2022 20:00;11.7;0
10/01/2022 20:15;11.6;0
10/01/2022 20:30;11.4;0
10/01/2022 20:45;11.2;0
10/01/2022 21:00;11;0
10/01/2022 21:15;10.7;0
10/01/2022 21:30;10.3;0
10/01/2022 21:45;10.1;0
10/01/2022 22:00;9.8;0
10/01/2022 22:15;9.8;0
10/01/2022 22:30;9.7;0
10/01/2022 22:45;9.6;0
10/01/2022 23:00;9.4;0
10/01/2022 23:15;9.3;0
10/01/2022 23:30;9.5;0
10/01/2022 23:45;9.6;0
11/01/2022 00:00;9.8;0
11/01/2022 00:15;10.1;0
11/01/2022 00:30;10.3;0
11/01/2022 00:45;10.5;0
11/01/2022 01:00;10.5;0
11/01/2022 01:15;10.5;0
11/01/2022 01:30;10.4;0
11/01/2022 01:45;10.4;0
11/01/2022 02:00;10.4;0
11/01/2022 02:15;10.4;0
11/01/2022 02:30;10.3;0
11/01/2022 02:45;10.3;0
11/01/2022 03:00;10.4;0
11/01/2022 03:15;10.4;0
11/01/2022 03:30;10.3;0
11/01/2022 03:45;10.3;0
11/01/2022 04:00;10.2;0
11/01/2022 04:15;10.2;0
11/01/2022 04:30;10.1;0
11/01/2022 04:45;9.9;0
11/01/2022 05:00;9.8;0
11/01/2022 05:15;9.7;0
11/01/2022 05:30;9.5;0
11/01/2022 05:45;9.4;0
11/01/2022 06:00;9.3;0
11/01/2022 06:15;9.2;0
11/01/2022 06:30;9.1;0
11/01/2022 06:45;9;0
11/01/2022 07:00;8.9;0
11/01/2022 07:15;8.8;0
11/01/2022 07:30;8.6;0
11/01/2022 07:45;8.4;0
11/01/2022 08:00;8.2;3
11/01/2022 08:15;8.2;10
11/01/2022 08:30;8.4;16
11/01/2022 08:45;8.5;20
11/01/2022 09:00;8.5;21
11/01/2022 09:15;8.6;22
11/01/2022 09:30;9;22
11/01/2022 09:45;9.8;23
11/01/2022 10:00;10.6;48
11/01/2022 10:15;10.9;164
11/01/2022 10:30;11.8;27
11/01/2022 10:45;12.6;56
11/01/2022 11:00;13.1;87
11/01/2022 11:15;13.7;30
11/01/2022 11:30;14.3;33
11/01/2022 11:45;14.8;32
11/01/2022 12:00;15.1;34
11/01/2022 12:15;15.4;41
11/01/2022 12:30;15.5;54
11/01/2022 12:45;15.6;174
11/01/2022 13:00;15.3;268
11/01/2022 13:15;15.5;311
11/01/2022 13:30;16.1;370
11/01/2022 13:45;16.8;365
11/01/2022 14:00;17.2;348
11/01/2022 14:15;17.5;326
11/01/2022 14:30;17.7;297
11/01/2022 14:45;17.6;279
11/01/2022 15:00;17.1;217
11/01/2022 15:15;17.5;43
11/01/2022 15:30;17.3;30
11/01/2022 15:45;17.3;29
11/01/2022 16:00;17.1;28
11/01/2022 16:15;16.7;27
11/01/2022 16:30;16.1;27
11/01/2022 16:45;15.7;19
11/01/2022 17:00;15.4;14
11/01/2022 17:15;14.9;9
11/01/2022 17:30;14.8;4
11/01/2022 17:45;14.1;0
11/01/2022 18:00;13.7;0
11/01/2022 18:15;13.5;0
11/01/2022 18:30;13.5;0
11/01/2022 18:45;13.3;0
11/01/2022 19:00;13.2;0
11/01/2022 19:15;13;0
11/01/2022 19:30;13.1;0
11/01/2022 19:45;12.7;0
11/01/2022 20:00;12.5;0
11/01/2022 20:15;12.2;0
11/01/2022 20:30;12;0
11/01/2022 20:45;12;0
11/01/2022 21:00;11.9;0
11/01/2022 21:15;11.6;0
11/01/2022 21:30;11.5;0
11/01/2022 21:45;11.2;0
11/01/2022 22:00;11;0
11/01/2022 22:15;11;0
11/01/2022 22:30;11.1;0
11/01/2022 22:45;11;0
11/01/2022 23:00;10.7;0
11/01/2022 23:15;10.9;0
11/01/2022 23:30;11.3;0
11/01/2022 23:45;11.5;0
12/01/2022 00:00;11.2;0
12/01/2022 00:15;11.1;0
12/01/2022 00:30;11;0
12/01/2022 00:45;10.8;0
12/01/2022 01:00;10.9;0
12/01/2022 01:15;11;0
12/01/2022 01:30;10.8;0
12/01/2022 01:45;10.8;0
12/01/2022 02:00;10.9;0
12/01/2022 02:15;11.2;0
12/01/2022 02:30;11.5;0
12/01/2022 02:45;11.5;0
12/01/2022 03:00;11.6;0
12/01/2022 03:15;11.7;0
12/01/2022 03:30;11.7;0
12/01/2022 03:45;11.6;0
12/01/2022 04:00;11.6;0
12/01/2022 04:15;11.4;0
12/01/2022 04:30;10.8;0
12/01/2022 04:45;10.7;0
12/01/2022 05:00;10.1;0
12/01/2022 05:15;9.7;0
12/01/2022 05:30;9.8;0
12/01/2022 05:45;9.8;0
12/01/2022 06:00;9.9;0
12/01/2022 06:15;10.2;0
12/01/2022 06:30;10.2;0
12/01/2022 06:45;10.2;0
12/01/2022 07:00;10.1;0
12/01/2022 07:15;10.1;0
12/01/2022 07:30;10;0
12/01/2022 07:45;9.8;0
12/01/2022 08:00;9.8;2
12/01/2022 08:15;9.8;2
12/01/2022 08:30;9.9;11
12/01/2022 08:45;10.1;14
12/01/2022 09:00;10.3;17
12/01/2022 09:15;10.4;19
12/01/2022 09:30;10.8;20
12/01/2022 09:45;11.1;21
12/01/2022 10:00;11.5;61
12/01/2022 10:15;11.7;169
12/01/2022 10:30;12.5;30
12/01/2022 10:45;12.5;133
12/01/2022 11:00;12.8;167
12/01/2022 11:15;13.4;28
12/01/2022 11:30;13.8;32
12/01/2022 11:45;14.1;28
12/01/2022 12:00;14.5;29
12/01/2022 12:15;14.7;39
12/01/2022 12:30;14.6;128
12/01/2022 12:45;14.3;294
12/01/2022 13:00;14.4;369
12/01/2022 13:15;14.4;391
12/01/2022 13:30;15.2;380
12/01/2022 13:45;15.7;373
12/01/2022 14:00;16.1;359
12/01/2022 14:15;16.2;339
12/01/2022 14:30;16.1;310
12/01/2022 14:45;15.9;292
12/01/2022 15:00;15.3;250
12/01/2022 15:15;15.3;72
12/01/2022 15:30;15.3;29
12/01/2022 15:45;15.1;28
12/01/2022 16:00;15.1;26
12/01/2022 16:15;14.9;25
12/01/2022 16:30;14.7;24
12/01/2022 16:45;14.4;19
12/01/2022 17:00;14.2;15
12/01/2022 17:15;14;10
12/01/2022 17:30;13.4;4
12/01/2022 17:45;13;1
12/01/2022 18:00;12.9;0
12/01/2022 18:15;12.1;0
12/01/2022 18:30;12.1;0
12/01/2022 18:45;12.1;0
12/01/2022 19:00;11.8;0
12/01/2022 19:15;11.7;0
12/01/2022 19:30;11.2;0
12/01/2022 19:45;11;0
12/01/2022 20:00;10.6;0
12/01/2022 20:15;10.2;0
12/01/2022 20:30;10.4;0
12/01/2022 20:45;10.2;0
12/01/2022 21:00;10.2;0
12/01/2022 21:15;10.4;0
12/01/2022 21:30;9.7;0
12/01/2022 21:45;9.3;0
12/01/2022 22:00;9.2;0
12/01/2022 22:15;9.5;0
12/01/2022 22:30;9.5;0
12/01/2022 22:45;9.4;0
12/01/2022 23:00;9.4;0
12/01/2022 23:15;9.4;0
12/01/2022 23:30;9.3;0
12/01/2022 23:45;8.9;0
13/01/2022 00:00;8.6;0
13/01/2022 00:15;8.4;0
13/01/2022 00:30;8.6;0
13/01/2022 00:45;8.7;0
13/01/2022 01:00;9;0
13/01/2022 01:15;8.8;0
13/01/2022 01:30;8.8;0
13/01/2022 01:45;8.8;0
13/01/2022 02:00;8.8;0
13/01/2022 02:15;9.1;0
13/01/2022 02:30;9;0
13/01/2022 02:45;9.3;0
13/01/2022 03:00;9.1;0
13/01/2022 03:15;8.7;0
13/01/2022 03:30;8.6;0
13/01/2022 03:45;8.3;0
13/01/2022 04:00;8.1;0
13/01/2022 04:15;8.1;0
13/01/2022 04:30;8.3;0
13/01/2022 04:45;8.1;0
13/01/2022 05:00;8;0
13/01/2022 05:15;7.6;0
13/01/2022 05:30;7.7;0
13/01/2022 05:45;7.6;0
13/01/2022 06:00;7.3;0
13/01/2022 06:15;7.4;0
13/01/2022 06:30;7.3;0
13/01/2022 06:45;7.3;0
13/01/2022 07:00;7.1;0
13/01/2022 07:15;7.1;0
13/01/2022 07:30;7.1;0
13/01/2022 07:45;6.9;0
13/01/2022 08:00;7;2
13/01/2022 08:15;7;7
13/01/2022 08:30;7;11
13/01/2022 08:45;7.1;15
13/01/2022 09:00;7.1;18
13/01/2022 09:15;7.3;20
13/01/2022 09:30;7.7;21
13/01/2022 09:45;8.1;23
13/01/2022 10:00;8.4;82
13/01/2022 10:15;8.8;181
13/01/2022 10:30;9.5;47
13/01/2022 10:45;9.6;221
13/01/2022 11:00;9.8;237
13/01/2022 11:15;10.9;32
13/01/2022 11:30;11.3;35
13/01/2022 11:45;11.7;32
13/01/2022 12:00;12;34
13/01/2022 12:15;12.3;78
13/01/2022 12:30;12.2;239
13/01/2022 12:45;12.4;356
13/01/2022 13:00;12.4;377
13/01/2022 13:15;12.8;391
13/01/2022 13:30;13.5;377
13/01/2022 13:45;14;373
13/01/2022 14:00;14.4;357
13/01/2022 14:15;14.8;334
13/01/2022 14:30;15;305
13/01/2022 14:45;15.1;289
13/01/2022 15:00;14.9;254
13/01/2022 15:15;14.7;120
13/01/2022 15:30;14.8;31
13/01/2022 15:45;14.7;32
13/01/2022 16:00;14.4;29
13/01/2022 16:15;14.3;27
13/01/2022 16:30;14.2;26
13/01/2022 16:45;13.8;22
13/01/2022 17:00;13.8;17
13/01/2022 17:15;13.5;11
13/01/2022 17:30;13.3;5
13/01/2022 17:45;12.6;1
13/01/2022 18:00;11.7;0
13/01/2022 18:15;11.3;0
13/01/2022 18:30;10.9;0
13/01/2022 18:45;10.9;0
13/01/2022 19:00;10.4;0
13/01/2022 19:15;10.3;0
13/01/2022 19:30;10.2;0
13/01/2022 19:45;10.1;0
13/01/2022 20:00;9.7;0
13/01/2022 20:15;9.5;0
13/01/2022 20:30;9.2;0
13/01/2022 20:45;9.3;0
13/01/2022 21:00;9.6;0
13/01/2022 21:15;9.5;0
13/01/2022 21:30;9;0
13/01/2022 21:45;8.3;0
13/01/2022 22:00;8.1;0
13/01/2022 22:15;8.2;0
13/01/2022 22:30;8.1;0
13/01/2022 22:45;7.9;0
13/01/2022 23:00;7.7;0
13/01/2022 23:15;8;0
13/01/2022 23:30;7.9;0
13/01/2022 23:45;7.8;0
14/01/2022 00:00;7.9;0
14/01/2022 00:15;7.7;0
14/01/2022 00:30;7.6;0
14/01/2022 00:45;7.5;0
14/01/2022 01:00;7.1;0
14/01/2022 01:15;6.9;0
14/01/2022 01:30;6.6;0
14/01/2022 01:45;6.5;0
14/01/2022 02:00;6.1;0
14/01/2022 02:15;6.1;0
14/01/2022 02:30;6.2;0
14/01/2022 02:45;6.1;0
14/01/2022 03:00;6.3;0
14/01/2022 03:15;6.3;0
14/01/2022 03:30;6.3;0
14/01/2022 03:45;6.1;0
14/01/2022 04:00;6;0
14/01/2022 04:15;6;0
14/01/2022 04:30;6.1;0
14/01/2022 04:45;6.2;0
14/01/2022 05:00;6;0
14/01/2022 05:15;5.8;0
14/01/2022 05:30;5.7;0
14/01/2022 05:45;5.5;0
14/01/2022 06:00;5.6;0
14/01/2022 06:15;5.6;0
14/01/2022 06:30;5.5;0
14/01/2022 06:45;5.4;0
14/01/2022 07:00;5.6;0
14/01/2022 07:15;5.7;0
14/01/2022 07:30;5.7;0
14/01/2022 07:45;5.6;0
14/01/2022 08:00;5.7;3
14/01/2022 08:15;5.7;8
14/01/2022 08:30;5.7;13
14/01/2022 08:45;5.8;18
14/01/2022 09:00;6;22
14/01/2022 09:15;6.3;26
14/01/2022 09:30;6.7;31
14/01/2022 09:45;7.1;29
14/01/2022 10:00;7.3;101
14/01/2022 10:15;7.5;189
14/01/2022 10:30;8.3;76
14/01/2022 10:45;8.3;258
14/01/2022 11:00;8.7;249
14/01/2022 11:15;9.8;37
14/01/2022 11:30;10.3;39
14/01/2022 11:45;10.7;35
14/01/2022 12:00;11;38
14/01/2022 12:15;11.1;179
14/01/2022 12:30;10.9;294
14/01/2022 12:45;11.1;358
14/01/2022 13:00;11.3;373
14/01/2022 13:15;11.6;391
14/01/2022 13:30;12.4;365
14/01/2022 13:45;12.9;323
14/01/2022 14:00;13.2;227
14/01/2022 14:15;13.3;234
14/01/2022 14:30;13.5;292
14/01/2022 14:45;13.7;292
14/01/2022 15:00;13.8;252
14/01/2022 15:15;13.4;168
14/01/2022 15:30;13.6;40
14/01/2022 15:45;13.4;39
14/01/2022 16:00;13.1;33
14/01/2022 16:15;13.1;31
14/01/2022 16:30;12.6;23
14/01/2022 16:45;12.5;17
14/01/2022 17:00;12.1;17
14/01/2022 17:15;11.5;14
14/01/2022 17:30;11.3;6
14/01/2022 17:45;11.1;1
14/01/2022 18:00;10.7;0
14/01/2022 18:15;10.4;0
14/01/2022 18:30;10;0
14/01/2022 18:45;9.7;0
14/01/2022 19:00;9.3;0
14/01/2022 19:15;9.3;0
14/01/2022 19:30;9;0
14/01/2022 19:45;8.8;0
14/01/2022 20:00;8.6;0
14/01/2022 20:15;8.5;0
14/01/2022 20:30;8.1;0
14/01/2022 20:45;7.9;0
14/01/2022 21:00;7.9;0
14/01/2022 21:15;7.7;0
14/01/2022 21:30;7.8;0
14/01/2022 21:45;7.8;0
14/01/2022 22:00;7.6;0
14/01/2022 22:15;7.5;0
14/01/2022 22:30;7.4;0
14/01/2022 22:45;7.2;0
14/01/2022 23:00;7.2;0
14/01/2022 23:15;7.1;0
14/01/2022 23:30;7;0
14/01/2022 23:45;6.8;0
15/01/2022 00:00;6.8;0
15/01/2022 00:15;6.7;0
15/01/2022 00:30;6.6;0
15/01/2022 00:45;6.5;0
15/01/2022 01:00;6.5;0
15/01/2022 01:15;6.6;0
15/01/2022 01:30;6.6;0
15/01/2022 01:45;6.5;0
15/01/2022 02:00;6.4;0
15/01/2022 02:15;6.5;0
15/01/2022 02:30;6.7;0
15/01/2022 02:45;6.6;0
15/01/2022 03:00;6.5;0
15/01/2022 03:15;6.4;0
15/01/2022 03:30;6.3;0
15/01/2022 03:45;6.2;0
15/01/2022 04:00;6.3;0
15/01/2022 04:15;6.4;0
15/01/2022 04:30;6.5;0
15/01/2022 04:45;6.7;0
15/01/2022 05:00;6.9;0
15/01/2022 05:15;7.1;0
15/01/2022 05:30;7.2;0
15/01/2022 05:45;7.2;0
15/01/2022 06:00;7.3;0
15/01/2022 06:15;7.4;0
15/01/2022 06:30;7.5;0
15/01/2022 06:45;7.4;0
15/01/2022 07:00;7.3;0
15/01/2022 07:15;7.3;0
15/01/2022 07:30;7.5;0
15/01/2022 07:45;7.2;0
15/01/2022 08:00;7.1;2
15/01/2022 08:15;7;8
15/01/2022 08:30;7.1;16
15/01/2022 08:45;7.3;17
15/01/2022 09:00;7.2;21
15/01/2022 09:15;7.2;47
15/01/2022 09:30;7.7;89
15/01/2022 09:45;8.1;73
15/01/2022 10:00;8.3;84
15/01/2022 10:15;8.5;109
15/01/2022 10:30;8.8;134
15/01/2022 10:45;9.1;143
15/01/2022 11:00;9.5;153
15/01/2022 11:15;9.8;154
15/01/2022 11:30;10.1;171
15/01/2022 11:45;10.5;195
15/01/2022 12:00;11.1;229
15/01/2022 12:15;11.5;235
15/01/2022 12:30;11.7;230
15/01/2022 12:45;11.7;367
15/01/2022 13:00;12.3;251
15/01/2022 13:15;12.7;301
15/01/2022 13:30;13.2;249
15/01/2022 13:45;13.8;250
15/01/2022 14:00;14;277
15/01/2022 14:15;14.6;362
15/01/2022 14:30;14.9;298
15/01/2022 14:45;15.4;273
15/01/2022 15:00;15.3;239
15/01/2022 15:15;15;179
15/01/2022 15:30;15.1;75
15/01/2022 15:45;14.9;78
15/01/2022 16:00;14.8;52
15/01/2022 16:15;14.6;43
15/01/2022 16:30;14.4;37
15/01/2022 16:45;14.1;29
15/01/2022 17:00;13.9;23
15/01/2022 17:15;13.7;13
15/01/2022 17:30;13.3;4
15/01/2022 17:45;12.9;0
15/01/2022 18:00;12.2;0
15/01/2022 18:15;11.8;0
15/01/2022 18:30;11.5;0
15/01/2022 18:45;11.2;0
15/01/2022 19:00;11;0
15/01/2022 19:15;10.8;0
15/01/2022 19:30;10.5;0
15/01/2022 19:45;10.4;0
15/01/2022 20:00;10.3;0
15/01/2022 20:15;10.1;0
15/01/2022 20:30;10;0
15/01/2022 20:45;9.9;0
15/01/2022 21:00;9.8;0
15/01/2022 21:15;9.9;0
15/01/2022 21:30;9.8;0
15/01/2022 21:45;9.7;0
15/01/2022 22:00;9.8;0
15/01/2022 22:15;9.8;0
15/01/2022 22:30;9.9;0
15/01/2022 22:45;9.9;0
15/01/2022 23:00;9.9;0
15/01/2022 23:15;9.8;0
15/01/2022 23:30;9.9;0
15/01/2022 23:45;9.8;0
16/01/2022 00:00;9.7;0
16/01/2022 00:15;9.8;0
16/01/2022 00:30;9.9;0
16/01/2022 00:45;9.9;0
16/01/2022 01:00;9.9;0
16/01/2022 01:15;9.9;0
16/01/2022 01:30;10;0
16/01/2022 01:45;10.3;0
16/01/2022 02:00;10.2;0
16/01/2022 02:15;10.2;0
16/01/2022 02:30;10.1;0
16/01/2022 02:45;9.9;0
16/01/2022 03:00;9.8;0
16/01/2022 03:15;9.8;0
16/01/2022 03:30;9.7;0
16/01/2022 03:45;9.3;0
16/01/2022 04:00;9.2;0
16/01/2022 04:15;9.1;0
16/01/2022 04:30;9.3;0
16/01/2022 04:45;9.3;0
16/01/2022 05:00;9.4;0
16/01/2022 05:15;9.6;0
16/01/2022 05:30;9.5;0
16/01/2022 05:45;9.4;0
16/01/2022 06:00;9.5;0
16/01/2022 06:15;9.5;0
16/01/2022 06:30;9.5;0
16/01/2022 06:45;9.4;0
16/01/2022 07:00;9.3;0
16/01/2022 07:15;9.3;0
16/01/2022 07:30;9.3;0
16/01/2022 07:45;9.3;0
16/01/2022 08:00;9.1;3
16/01/2022 08:15;9;12
16/01/2022 08:30;9;23
16/01/2022 08:45;9.1;40
16/01/2022 09:00;9.3;50
16/01/2022 09:15;9.4;59
16/01/2022 09:30;9.5;67
16/01/2022 09:45;9.8;70
16/01/2022 10:00;10;107
16/01/2022 10:15;10.4;161
16/01/2022 10:30;11;171
16/01/2022 10:45;11.4;160
16/01/2022 11:00;11.8;179
16/01/2022 11:15;12.1;127
16/01/2022 11:30;12.3;113
16/01/2022 11:45;12.6;98
16/01/2022 12:00;12.9;170
16/01/2022 12:15;13;274
16/01/2022 12:30;13.5;210
16/01/2022 12:45;13.9;186
16/01/2022 13:00;14.1;201
16/01/2022 13:15;14.4;201
16/01/2022 13:30;14.6;145
16/01/2022 13:45;14.7;172
16/01/2022 14:00;15;175
16/01/2022 14:15;15.3;181
16/01/2022 14:30;15.6;234
16/01/2022 14:45;15.8;222
16/01/2022 15:00;16.2;213
16/01/2022 15:15;16.3;146
16/01/2022 15:30;16.1;92
16/01/2022 15:45;16;98
16/01/2022 16:00;16;81
16/01/2022 16:15;15.8;77
16/01/2022 16:30;15.5;38
16/01/2022 16:45;15.2;28
16/01/2022 17:00;14.9;16
16/01/2022 17:15;14.6;6
16/01/2022 17:30;14.5;2
16/01/2022 17:45;14.3;0
16/01/2022 18:00;14.2;0
16/01/2022 18:15;13.9;0
16/01/2022 18:30;13.6;0
16/01/2022 18:45;13.4;0
16/01/2022 19:00;13.4;0
16/01/2022 19:15;13.2;0
16/01/2022 19:30;13.1;0
16/01/2022 19:45;13.1;0
16/01/2022 20:00;12.9;0
16/01/2022 20:15;12.5;0
16/01/2022 20:30;12.4;0
16/01/2022 20:45;12.3;0
16/01/2022 21:00;12.3;0
16/01/2022 21:15;12.1;0
16/01/2022 21:30;11.9;0
16/01/2022 21:45;11.8;0
16/01/2022 22:00;11.5;0
16/01/2022 22:15;11.7;0
16/01/2022 22:30;11.6;0
16/01/2022 22:45;11.1;0
16/01/2022 23:00;11;0
16/01/2022 23:15;11;0
16/01/2022 23:30;10.9;0
16/01/2022 23:45;10.6;0
17/01/2022 00:00;10.4;0
17/01/2022 00:15;10.3;0
17/01/2022 00:30;10.4;0
17/01/2022 00:45;10;0
17/01/2022 01:00;9.8;0
17/01/2022 01:15;9.8;0
17/01/2022 01:30;9.7;0
17/01/2022 01:45;9.8;0
17/01/2022 02:00;9.6;0
17/01/2022 02:15;9.6;0
17/01/2022 02:30;9.5;0
17/01/2022 02:45;9.3;0
17/01/2022 03:00;9.2;0
17/01/2022 03:15;9;0
17/01/2022 03:30;8.6;0
17/01/2022 03:45;8.6;0
17/01/2022 04:00;8.4;0
17/01/2022 04:15;8.1;0
17/01/2022 04:30;8;0
17/01/2022 04:45;8.1;0
17/01/2022 05:00;8;0
17/01/2022 05:15;7.8;0
17/01/2022 05:30;7.7;0
17/01/2022 05:45;7.6;0
17/01/2022 06:00;7.5;0
17/01/2022 06:15;7.6;0
17/01/2022 06:30;7.4;0
17/01/2022 06:45;7.2;0
17/01/2022 07:00;6.9;0
17/01/2022 07:15;6.9;0
17/01/2022 07:30;6.6;0
17/01/2022 07:45;6.9;0
17/01/2022 08:00;7.2;4
17/01/2022 08:15;7.3;11
17/01/2022 08:30;7.4;16
17/01/2022 08:45;7.4;20
17/01/2022 09:00;7.6;24
17/01/2022 09:15;8;24
17/01/2022 09:30;8.4;25
17/01/2022 09:45;9;26
17/01/2022 10:00;9.4;156
17/01/2022 10:15;10.1;212
17/01/2022 10:30;10.7;178
17/01/2022 10:45;11;262
17/01/2022 11:00;11.8;256
17/01/2022 11:15;12.5;62
17/01/2022 11:30;12.9;40
17/01/2022 11:45;13.1;54
17/01/2022 12:00;12.9;280
17/01/2022 12:15;13;352
17/01/2022 12:30;13.5;327
17/01/2022 12:45;13.9;342
17/01/2022 13:00;14.2;375
17/01/2022 13:15;14.5;390
17/01/2022 13:30;15.3;383
17/01/2022 13:45;15.7;366
17/01/2022 14:00;16;358
17/01/2022 14:15;16.4;335
17/01/2022 14:30;16.5;311
17/01/2022 14:45;16.8;293
17/01/2022 15:00;16.7;261
17/01/2022 15:15;16.5;232
17/01/2022 15:30;16.4;122
17/01/2022 15:45;16.4;54
17/01/2022 16:00;16.3;45
17/01/2022 16:15;16.1;43
17/01/2022 16:30;16;41
17/01/2022 16:45;15.8;36
17/01/2022 17:00;15.5;27
17/01/2022 17:15;15.1;16
17/01/2022 17:30;14.8;7
17/01/2022 17:45;14.2;1
17/01/2022 18:00;13.8;0
17/01/2022 18:15;13.5;0
17/01/2022 18:30;13;0
17/01/2022 18:45;12.7;0
17/01/2022 19:00;12.3;0
17/01/2022 19:15;11.6;0
17/01/2022 19:30;11.3;0
17/01/2022 19:45;11.1;0
17/01/2022 20:00;11.1;0
17/01/2022 20:15;10.8;0
17/01/2022 20:30;10.8;0
17/01/2022 20:45;10.4;0
17/01/2022 21:00;10.2;0
17/01/2022 21:15;10;0
17/01/2022 21:30;9.8;0
17/01/2022 21:45;10;0
17/01/2022 22:00;10;0
17/01/2022 22:15;10.2;0
17/01/2022 22:30;9.7;0
17/01/2022 22:45;9.3;0
17/01/2022 23:00;9.5;0
17/01/2022 23:15;9;0
17/01/2022 23:30;8.7;0
17/01/2022 23:45;8;0
18/01/2022 00:00;8.2;0
18/01/2022 00:15;8.6;0
18/01/2022 00:30;8.3;0
18/01/2022 00:45;8.9;0
18/01/2022 01:00;8.6;0
18/01/2022 01:15;8.6;0
18/01/2022 01:30;8.6;0
18/01/2022 01:45;8.5;0
18/01/2022 02:00;8.5;0
18/01/2022 02:15;8.5;0
18/01/2022 02:30;8.2;0
18/01/2022 02:45;7.9;0
18/01/2022 03:00;7.7;0
18/01/2022 03:15;8;0
18/01/2022 03:30;7.6;0
18/01/2022 03:45;7.4;0
18/01/2022 04:00;7.8;0
18/01/2022 04:15;8.1;0
18/01/2022 04:30;8;0
18/01/2022 04:45;8.2;0
18/01/2022 05:00;8;0
18/01/2022 05:15;7.8;0
18/01/2022 05:30;7.6;0
18/01/2022 05:45;7.4;0
18/01/2022 06:00;7.3;0
18/01/2022 06:15;7;0
18/01/2022 06:30;7;0
18/01/2022 06:45;6.7;0
18/01/2022 07:00;6.7;0
18/01/2022 07:15;6.7;0
18/01/2022 07:30;6.6;0
18/01/2022 07:45;6.9;0
18/01/2022 08:00;7.2;3
18/01/2022 08:15;6.9;7
18/01/2022 08:30;7;11
18/01/2022 08:45;7.2;14
18/01/2022 09:00;7.3;18
18/01/2022 09:15;7.6;21
18/01/2022 09:30;7.9;23
18/01/2022 09:45;8.3;24
18/01/2022 10:00;8.6;165
18/01/2022 10:15;9.1;221
18/01/2022 10:30;9.6;222
18/01/2022 10:45;10.3;271
18/01/2022 11:00;10.9;264
18/01/2022 11:15;11.5;70
18/01/2022 11:30;11.8;38
18/01/2022 11:45;11.9;122
18/01/2022 12:00;11.9;356
18/01/2022 12:15;12.1;362
18/01/2022 12:30;12.5;335
18/01/2022 12:45;12.8;368
18/01/2022 13:00;13.3;385
18/01/2022 13:15;14;405
18/01/2022 13:30;14.5;393
18/01/2022 13:45;15.1;393
18/01/2022 14:00;15.6;377
18/01/2022 14:15;15.9;354
18/01/2022 14:30;16.4;324
18/01/2022 14:45;16.4;301
18/01/2022 15:00;16.2;267
18/01/2022 15:15;16.2;234
18/01/2022 15:30;15.8;162
18/01/2022 15:45;15.8;36
18/01/2022 16:00;15.6;31
18/01/2022 16:15;15.1;31
18/01/2022 16:30;14.4;30
18/01/2022 16:45;13.9;25
18/01/2022 17:00;13.5;19
18/01/2022 17:15;13.3;14
18/01/2022 17:30;13;7
18/01/2022 17:45;12.3;2
18/01/2022 18:00;11.6;0
18/01/2022 18:15;11.4;0
18/01/2022 18:30;10.8;0
18/01/2022 18:45;10.9;0
18/01/2022 19:00;10.5;0
18/01/2022 19:15;10.3;0
18/01/2022 19:30;10.4;0
18/01/2022 19:45;10;0
18/01/2022 20:00;9.7;0
18/01/2022 20:15;9.3;0
18/01/2022 20:30;9.4;0
18/01/2022 20:45;9.2;0
18/01/2022 21:00;8.7;0
18/01/2022 21:15;8.5;0
18/01/2022 21:30;8.3;0
18/01/2022 21:45;7.8;0
18/01/2022 22:00;8.1;0
18/01/2022 22:15;8.4;0
