datahora;temperatura;radiacao
08/10/2021 16:16;25;418
08/10/2021 16:31;24.8;377
08/10/2021 16:47;24.2;346
08/10/2021 17:01;23.8;332
08/10/2021 17:16;23.9;280
08/10/2021 17:31;24.1;228
08/10/2021 17:47;23.7;197
08/10/2021 18:01;23.1;148
08/10/2021 18:17;21.6;75
08/10/2021 18:31;19.7;52
08/10/2021 18:46;18.2;12
08/10/2021 19:02;17.5;4
08/10/2021 19:17;17.1;1
08/10/2021 19:32;16.6;0
08/10/2021 19:46;16.2;0
08/10/2021 20:01;15.9;0
08/10/2021 20:17;15.8;0
08/10/2021 20:31;15.7;0
08/10/2021 20:46;15.8;0
08/10/2021 21:01;15.6;0
08/10/2021 21:17;15.6;0
08/10/2021 21:32;15.6;0
08/10/2021 21:47;15.7;0
08/10/2021 22:02;15.7;0
08/10/2021 22:17;15.8;0
08/10/2021 22:32;15.7;0
08/10/2021 22:47;15.8;0
08/10/2021 23:02;15.9;0
08/10/2021 23:17;16;0
08/10/2021 23:32;15.9;0
08/10/2021 23:47;15.9;0
09/10/2021 00:02;15.9;0
09/10/2021 00:17;15.8;0
09/10/2021 00:32;15.8;0
09/10/2021 00:47;15.7;0
09/10/2021 01:02;15.6;0
09/10/2021 01:17;15.4;0
09/10/2021 01:32;15.1;0
09/10/2021 01:47;15;0
09/10/2021 02:02;14.7;0
09/10/2021 02:17;14.6;0
09/10/2021 02:32;14.6;0
09/10/2021 02:47;14.6;0
09/10/2021 03:02;14.8;0
09/10/2021 03:17;14.6;0
09/10/2021 03:32;14.4;0
09/10/2021 03:47;14.3;0
09/10/2021 04:02;14.3;0
09/10/2021 04:17;14.2;0
09/10/2021 04:32;14.2;0
09/10/2021 04:47;14.3;0
09/10/2021 05:02;14.2;0
09/10/2021 05:17;14.3;0
09/10/2021 05:32;14.3;0
09/10/2021 05:47;14.3;0
09/10/2021 06:02;14.2;0
09/10/2021 06:17;14.3;0
09/10/2021 06:32;14.3;0
09/10/2021 06:47;14.4;0
09/10/2021 07:02;14.4;0
09/10/2021 07:17;14.4;0
09/10/2021 07:32;14.5;0
09/10/2021 07:47;14.5;1
09/10/2021 08:02;14.5;4
09/10/2021 08:17;14.6;9
09/10/2021 08:32;14.6;19
09/10/2021 08:47;14.6;29
09/10/2021 09:02;14.7;39
09/10/2021 09:17;14.8;63
09/10/2021 09:32;14.8;85
09/10/2021 09:47;15.1;111
09/10/2021 10:02;15.2;149
09/10/2021 10:17;15.4;185
09/10/2021 10:32;15.6;211
09/10/2021 10:47;16.3;180
09/10/2021 11:02;16.5;215
09/10/2021 11:17;17;361
09/10/2021 11:32;18.2;442
09/10/2021 11:47;18.7;436
09/10/2021 12:02;19.2;396
09/10/2021 12:17;19.9;517
09/10/2021 12:32;20.6;562
09/10/2021 12:47;20.7;553
09/10/2021 13:02;20.4;542
09/10/2021 13:17;20.4;534
09/10/2021 13:32;20.6;601
09/10/2021 13:47;20.9;608
09/10/2021 14:02;20.1;523
09/10/2021 14:17;19.7;460
09/10/2021 14:32;19.3;373
09/10/2021 14:47;18.6;283
09/10/2021 15:02;18.6;336
09/10/2021 15:17;18.9;217
09/10/2021 15:32;19.4;446
09/10/2021 15:47;20.5;516
09/10/2021 16:02;20.2;168
09/10/2021 16:17;20;339
09/10/2021 16:32;20.2;360
09/10/2021 16:47;20.3;414
09/10/2021 17:02;20.6;341
09/10/2021 17:17;20.1;161
09/10/2021 17:32;19.5;195
09/10/2021 17:47;19.7;164
09/10/2021 18:02;20;67
09/10/2021 18:17;19.8;56
09/10/2021 18:32;19.2;58
09/10/2021 18:47;18.8;29
09/10/2021 19:02;18.2;9
09/10/2021 19:17;17.8;2
09/10/2021 19:32;17.6;0
09/10/2021 19:47;17.2;0
09/10/2021 20:02;16.8;0
09/10/2021 20:17;16.6;0
09/10/2021 20:32;16.5;0
09/10/2021 20:47;16.2;0
09/10/2021 21:02;15.9;0
09/10/2021 21:17;15.8;0
09/10/2021 21:32;15.7;0
09/10/2021 21:47;15.8;0
09/10/2021 22:02;15.9;0
09/10/2021 22:17;15.8;0
09/10/2021 22:32;15.8;0
09/10/2021 22:47;16;0
09/10/2021 23:02;16;0
09/10/2021 23:17;16.2;0
09/10/2021 23:32;16;0
09/10/2021 23:47;15.9;0
10/10/2021 00:02;15.8;0
10/10/2021 00:17;15.8;0
10/10/2021 00:32;15.6;0
10/10/2021 00:47;15.6;0
10/10/2021 01:02;15.6;0
10/10/2021 01:17;15.5;0
10/10/2021 01:32;15.3;0
10/10/2021 01:47;15.4;0
10/10/2021 02:02;15.5;0
10/10/2021 02:17;15.6;0
10/10/2021 02:32;15.5;0
10/10/2021 02:47;15.7;0
10/10/2021 03:02;15.6;0
10/10/2021 03:17;15.7;0
10/10/2021 03:32;15.8;0
10/10/2021 03:47;15.8;0
10/10/2021 04:02;15.5;0
10/10/2021 04:17;15.5;0
10/10/2021 04:32;15.6;0
10/10/2021 04:47;16;0
10/10/2021 05:02;16;0
10/10/2021 05:17;15.7;0
10/10/2021 05:32;15.7;0
10/10/2021 05:47;15.8;0
10/10/2021 06:02;16.1;0
10/10/2021 06:17;16.2;0
10/10/2021 06:32;16.5;0
10/10/2021 06:47;16.8;0
10/10/2021 07:02;17;0
10/10/2021 07:17;17.1;0
10/10/2021 07:32;17.4;0
10/10/2021 07:47;17.2;3
10/10/2021 08:02;17.1;9
10/10/2021 08:17;17.1;15
10/10/2021 08:32;17.2;19
10/10/2021 08:47;17.2;23
10/10/2021 09:02;17.5;107
10/10/2021 09:17;18;166
10/10/2021 09:32;18.7;189
10/10/2021 09:47;19.3;236
10/10/2021 10:02;19.4;200
10/10/2021 10:17;19.5;37
10/10/2021 10:32;19.7;35
10/10/2021 10:47;19.9;40
10/10/2021 11:02;20.1;324
10/10/2021 11:17;20.7;469
10/10/2021 11:32;21.1;499
10/10/2021 11:47;21.9;519
10/10/2021 12:02;22.1;482
10/10/2021 12:17;22.6;520
10/10/2021 12:32;22.9;581
10/10/2021 12:47;23.6;589
10/10/2021 13:02;23.7;556
10/10/2021 13:17;23.9;528
10/10/2021 13:32;24.5;588
10/10/2021 13:47;25.1;568
10/10/2021 14:02;25.2;575
10/10/2021 14:17;25.5;551
10/10/2021 14:32;25.6;521
10/10/2021 14:47;25.7;292
10/10/2021 15:02;25.3;267
10/10/2021 15:17;25.5;256
10/10/2021 15:32;25.5;349
10/10/2021 15:47;25.7;280
10/10/2021 16:02;25.6;203
10/10/2021 16:17;25.3;174
10/10/2021 16:32;25;164
10/10/2021 16:47;24.9;248
10/10/2021 17:02;25.3;283
10/10/2021 17:17;25.4;284
10/10/2021 17:32;25.7;280
10/10/2021 17:47;25.9;199
10/10/2021 18:02;25.7;92
10/10/2021 18:17;25.2;40
10/10/2021 18:32;24.9;67
10/10/2021 18:47;24.2;15
10/10/2021 19:02;23.6;8
10/10/2021 19:17;22.8;1
10/10/2021 19:32;22.3;0
10/10/2021 19:47;21.9;0
10/10/2021 20:02;21.4;0
10/10/2021 20:17;21.2;0
10/10/2021 20:32;20.7;0
10/10/2021 20:47;20.6;0
10/10/2021 21:02;20.3;0
10/10/2021 21:17;19.8;0
10/10/2021 21:32;19.5;0
10/10/2021 21:47;19.3;0
10/10/2021 22:02;19;0
10/10/2021 22:17;18.9;0
10/10/2021 22:32;18.9;0
10/10/2021 22:47;18.8;0
10/10/2021 23:02;18.8;0
10/10/2021 23:17;18.5;0
10/10/2021 23:32;18.4;0
10/10/2021 23:47;18.4;0
11/10/2021 00:02;18.2;0
11/10/2021 00:17;18.1;0
11/10/2021 00:32;18.3;0
11/10/2021 00:47;18.5;0
11/10/2021 01:02;18.6;0
11/10/2021 01:17;18.3;0
11/10/2021 01:32;17.7;0
11/10/2021 01:47;17.6;0
11/10/2021 02:02;17.6;0
11/10/2021 02:17;17.5;0
11/10/2021 02:32;17.4;0
11/10/2021 02:47;17.5;0
11/10/2021 03:02;17.5;0
11/10/2021 03:17;17.6;0
11/10/2021 03:32;17.8;0
11/10/2021 03:47;17.6;0
11/10/2021 04:02;17.5;0
11/10/2021 04:17;17.7;0
11/10/2021 04:32;17.7;0
11/10/2021 04:47;17.7;0
11/10/2021 05:02;17.7;0
11/10/2021 05:17;17.4;0
11/10/2021 05:32;17.2;0
11/10/2021 05:47;17;0
11/10/2021 06:02;16.9;0
11/10/2021 06:17;17.1;0
11/10/2021 06:32;17.3;0
11/10/2021 06:47;17.4;0
11/10/2021 07:02;17.3;0
11/10/2021 07:17;17.1;0
11/10/2021 07:32;17.2;0
11/10/2021 07:47;17.2;7
11/10/2021 08:02;17.2;19
11/10/2021 08:17;17.6;32
11/10/2021 08:32;17.8;48
11/10/2021 08:47;18;68
11/10/2021 09:02;18.4;134
11/10/2021 09:17;18.9;133
11/10/2021 09:32;19;132
11/10/2021 09:47;19.2;167
11/10/2021 10:02;19.6;184
11/10/2021 10:17;20.2;138
11/10/2021 10:32;20.7;81
11/10/2021 10:47;21;61
11/10/2021 11:02;21.4;330
11/10/2021 11:17;22.1;457
11/10/2021 11:32;22.7;484
11/10/2021 11:47;23.2;501
11/10/2021 12:02;23.6;468
11/10/2021 12:17;23.9;513
11/10/2021 12:32;24.1;567
11/10/2021 12:47;24.4;573
11/10/2021 13:02;24.8;541
11/10/2021 13:17;25.2;514
11/10/2021 13:32;25.4;567
11/10/2021 13:47;25.8;599
11/10/2021 14:02;26.2;595
11/10/2021 14:17;26.6;588
11/10/2021 14:32;27;565
11/10/2021 14:47;27.2;535
11/10/2021 15:02;27;503
11/10/2021 15:17;27.3;471
11/10/2021 15:32;27.7;454
11/10/2021 15:47;27.8;462
11/10/2021 16:02;27.7;441
11/10/2021 16:17;27.9;475
11/10/2021 16:32;27.9;449
11/10/2021 16:47;27.9;383
11/10/2021 17:02;27.9;388
11/10/2021 17:17;27.9;328
11/10/2021 17:32;27.8;241
11/10/2021 17:47;27.5;206
11/10/2021 18:02;27.2;81
11/10/2021 18:17;26.6;42
11/10/2021 18:32;26.1;68
11/10/2021 18:47;25.4;22
11/10/2021 19:02;24.8;8
11/10/2021 19:17;24.2;1
11/10/2021 19:32;23.6;0
11/10/2021 19:47;23.1;0
11/10/2021 20:02;23.1;0
11/10/2021 20:17;22.3;0
11/10/2021 20:32;22;0
11/10/2021 20:47;21.6;0
11/10/2021 21:02;21.3;0
11/10/2021 21:17;21;0
11/10/2021 21:32;20.7;0
11/10/2021 21:47;20.3;0
11/10/2021 22:02;20.3;0
11/10/2021 22:17;20;0
11/10/2021 22:32;20.1;0
11/10/2021 22:47;19.7;0
11/10/2021 23:02;19.6;0
11/10/2021 23:17;19.4;0
11/10/2021 23:32;19.1;0
11/10/2021 23:47;18.9;0
12/10/2021 00:02;18.5;0
12/10/2021 00:17;18.5;0
12/10/2021 00:32;18.7;0
12/10/2021 00:47;18.4;0
12/10/2021 01:02;18.2;0
12/10/2021 01:17;18.3;0
12/10/2021 01:32;18.5;0
12/10/2021 01:47;18.2;0
12/10/2021 02:02;18;0
12/10/2021 02:17;17.5;0
12/10/2021 02:32;17.4;0
12/10/2021 02:47;17.2;0
12/10/2021 03:02;17.1;0
12/10/2021 03:17;17.1;0
12/10/2021 03:32;17.3;0
12/10/2021 03:47;17.4;0
12/10/2021 04:02;17.4;0
12/10/2021 04:17;17.5;0
12/10/2021 04:32;17.4;0
12/10/2021 04:47;17.2;0
12/10/2021 05:02;17.3;0
12/10/2021 05:17;17;0
12/10/2021 05:32;17.1;0
12/10/2021 05:47;17.3;0
12/10/2021 06:02;17.1;0
12/10/2021 06:17;16.9;0
12/10/2021 06:32;16.7;0
12/10/2021 06:47;16.2;0
12/10/2021 07:02;16.2;0
12/10/2021 07:17;16.3;0
12/10/2021 07:32;16.5;0
12/10/2021 07:47;16.6;2
12/10/2021 08:02;16.6;9
12/10/2021 08:17;16.7;15
12/10/2021 08:32;16.8;20
12/10/2021 08:47;17;23
12/10/2021 09:02;17.4;80
12/10/2021 09:17;18.2;152
12/10/2021 09:32;18.8;181
12/10/2021 09:47;19.4;236
12/10/2021 10:02;20;202
12/10/2021 10:17;20.3;36
12/10/2021 10:32;20.2;36
12/10/2021 10:47;20.3;38
12/10/2021 11:02;20.5;308
12/10/2021 11:17;21.6;448
12/10/2021 11:32;22.3;477
12/10/2021 11:47;22.9;493
12/10/2021 12:02;23.5;459
12/10/2021 12:17;23.5;508
12/10/2021 12:32;24.1;559
12/10/2021 12:47;24.6;564
12/10/2021 13:02;24.8;530
12/10/2021 13:17;25.4;506
12/10/2021 13:32;25.8;558
12/10/2021 13:47;26;589
12/10/2021 14:02;26;589
12/10/2021 14:17;26.5;579
12/10/2021 14:32;26.6;555
12/10/2021 14:47;26.8;524
12/10/2021 15:02;27.2;493
12/10/2021 15:17;27.7;451
12/10/2021 15:32;27.8;416
12/10/2021 15:47;28.1;403
12/10/2021 16:02;27.9;389
12/10/2021 16:17;28.1;384
12/10/2021 16:32;28.6;357
12/10/2021 16:47;28.4;322
12/10/2021 17:02;27.5;299
12/10/2021 17:17;27.1;251
12/10/2021 17:32;26.8;213
12/10/2021 17:47;26.3;157
12/10/2021 18:02;25.3;33
12/10/2021 18:17;24.6;28
12/10/2021 18:32;24.1;54
12/10/2021 18:47;23.6;15
12/10/2021 19:02;23.2;5
12/10/2021 19:17;22.5;1
12/10/2021 19:32;21.8;0
12/10/2021 19:47;21.5;0
12/10/2021 20:02;21.2;0
12/10/2021 20:17;20.7;0
12/10/2021 20:32;20.7;0
12/10/2021 20:47;20.3;0
12/10/2021 21:02;19.8;0
12/10/2021 21:17;19.7;0
12/10/2021 21:32;19.4;0
12/10/2021 21:47;19.3;0
12/10/2021 22:02;19.1;0
12/10/2021 22:17;19;0
12/10/2021 22:32;18.9;0
12/10/2021 22:47;18.7;0
12/10/2021 23:02;18.2;0
12/10/2021 23:17;18.2;0
12/10/2021 23:32;17.8;0
12/10/2021 23:47;17.4;0
13/10/2021 00:02;17.3;0
13/10/2021 00:17;16.9;0
13/10/2021 00:32;16.6;0
13/10/2021 00:47;16.5;0
13/10/2021 01:02;16.1;0
13/10/2021 01:17;15.9;0
13/10/2021 01:32;15.9;0
13/10/2021 01:47;15.7;0
13/10/2021 02:02;15.3;0
13/10/2021 02:17;15.3;0
13/10/2021 02:32;14.9;0
13/10/2021 02:47;15.2;0
13/10/2021 03:02;15.7;0
13/10/2021 03:17;15.9;0
13/10/2021 03:32;16.1;0
13/10/2021 03:47;16.3;0
13/10/2021 04:02;16.4;0
13/10/2021 04:17;16.4;0
13/10/2021 04:32;16.2;0
13/10/2021 04:47;15.8;0
13/10/2021 05:02;15.6;0
13/10/2021 05:17;15.2;0
13/10/2021 05:32;15.2;0
13/10/2021 05:47;15.2;0
13/10/2021 06:02;15;0
13/10/2021 06:17;15;0
13/10/2021 06:32;14.8;0
13/10/2021 06:47;14.6;0
13/10/2021 07:02;14.6;0
13/10/2021 07:17;14.8;0
13/10/2021 07:32;14.7;0
13/10/2021 07:47;14.6;2
13/10/2021 08:02;15;8
13/10/2021 08:17;15.1;14
13/10/2021 08:32;14.9;18
13/10/2021 08:47;15.2;21
13/10/2021 09:02;15.6;58
13/10/2021 09:17;16.6;159
13/10/2021 09:32;17.5;193
13/10/2021 09:47;18.1;249
13/10/2021 10:02;18.7;184
13/10/2021 10:17;18.9;30
13/10/2021 10:32;19;31
13/10/2021 10:47;19.5;32
13/10/2021 11:02;20;316
13/10/2021 11:17;20.9;467
13/10/2021 11:32;21.7;496
13/10/2021 11:47;22.2;507
13/10/2021 12:02;22.8;471
13/10/2021 12:17;23.4;530
13/10/2021 12:32;23.8;581
13/10/2021 12:47;24.3;585
13/10/2021 13:02;24.7;548
13/10/2021 13:17;25.2;523
13/10/2021 13:32;25.6;578
13/10/2021 13:47;25.6;611
13/10/2021 14:02;26.2;606
13/10/2021 14:17;26.5;597
13/10/2021 14:32;26.9;572
13/10/2021 14:47;27;539
13/10/2021 15:02;27.2;505
13/10/2021 15:17;27.4;463
13/10/2021 15:32;27.3;425
13/10/2021 15:47;27.6;411
13/10/2021 16:02;27.7;402
13/10/2021 16:17;27.8;392
13/10/2021 16:32;27.7;373
13/10/2021 16:47;27.8;332
13/10/2021 17:02;27.7;310
13/10/2021 17:17;27.6;264
13/10/2021 17:32;27.2;221
13/10/2021 17:47;26.6;116
13/10/2021 18:02;26.1;29
13/10/2021 18:17;25.5;26
13/10/2021 18:32;25.3;53
13/10/2021 18:47;24.7;12
13/10/2021 19:02;24;3
13/10/2021 19:17;23.5;0
13/10/2021 19:32;23.2;0
13/10/2021 19:47;22.5;0
13/10/2021 20:02;22.2;0
13/10/2021 20:17;21.7;0
13/10/2021 20:32;21;0
13/10/2021 20:47;20.2;0
13/10/2021 21:02;19.7;0
13/10/2021 21:17;19.3;0
13/10/2021 21:32;18.7;0
13/10/2021 21:47;18.3;0
13/10/2021 22:02;18;0
13/10/2021 22:17;17.7;0
13/10/2021 22:32;17.3;0
13/10/2021 22:47;17.4;0
13/10/2021 23:02;17;0
13/10/2021 23:17;17.1;0
13/10/2021 23:32;17.1;0
13/10/2021 23:47;16.8;0
14/10/2021 00:02;16.6;0
14/10/2021 00:17;16.5;0
14/10/2021 00:32;16.7;0
14/10/2021 00:47;16.6;0
14/10/2021 01:02;16.2;0
14/10/2021 01:17;16.1;0
14/10/2021 01:32;16.1;0
14/10/2021 01:47;16.1;0
14/10/2021 02:02;16.1;0
14/10/2021 02:17;16;0
14/10/2021 02:32;15.7;0
14/10/2021 02:47;15.8;0
14/10/2021 03:02;15.8;0
14/10/2021 03:17;15.8;0
14/10/2021 03:32;15.8;0
14/10/2021 03:47;16;0
14/10/2021 04:02;15.8;0
14/10/2021 04:17;15.9;0
14/10/2021 04:32;15.8;0
14/10/2021 04:47;15.6;0
14/10/2021 05:02;15.4;0
14/10/2021 05:17;15.1;0
14/10/2021 05:32;14.9;0
14/10/2021 05:47;15.3;0
14/10/2021 06:02;15.1;0
14/10/2021 06:17;14.9;0
14/10/2021 06:32;14.8;0
14/10/2021 06:47;14.9;0
14/10/2021 07:02;14.8;0
14/10/2021 07:17;14.7;0
14/10/2021 07:32;14.7;0
14/10/2021 07:47;14.6;4
14/10/2021 08:02;14.5;11
14/10/2021 08:17;14.7;19
14/10/2021 08:32;15;25
14/10/2021 08:47;15.2;31
14/10/2021 09:02;15.5;59
14/10/2021 09:17;16.2;147
14/10/2021 09:32;17.2;223
14/10/2021 09:47;17.8;218
14/10/2021 10:02;18.2;179
14/10/2021 10:17;18.4;120
14/10/2021 10:32;18.6;137
14/10/2021 10:47;18.9;131
14/10/2021 11:02;19.2;305
14/10/2021 11:17;20.3;525
14/10/2021 11:32;21.4;457
14/10/2021 11:47;21.6;255
14/10/2021 12:02;21.7;342
14/10/2021 12:17;22.6;500
14/10/2021 12:32;23.1;403
14/10/2021 12:47;23.2;396
14/10/2021 13:02;24.3;542
14/10/2021 13:17;24.4;330
14/10/2021 13:32;24.5;314
14/10/2021 13:47;24.6;323
14/10/2021 14:02;24.8;338
14/10/2021 14:17;24.7;435
14/10/2021 14:32;24.8;439
14/10/2021 14:47;24.4;428
14/10/2021 15:02;24.9;471
14/10/2021 15:17;25.2;461
14/10/2021 15:32;25;421
14/10/2021 15:47;24.8;405
14/10/2021 16:02;24.6;389
14/10/2021 16:17;24.7;374
14/10/2021 16:32;24.7;360
14/10/2021 16:47;24.4;264
14/10/2021 17:02;24.4;292
14/10/2021 17:17;24.3;254
14/10/2021 17:32;23.9;206
14/10/2021 17:47;23.6;62
14/10/2021 18:02;23;30
14/10/2021 18:17;22.3;26
14/10/2021 18:32;21.8;41
14/10/2021 18:47;21;10
14/10/2021 19:02;20.6;2
14/10/2021 19:17;20.2;0
14/10/2021 19:32;19.4;0
14/10/2021 19:47;18.8;0
14/10/2021 20:02;18.2;0
14/10/2021 20:17;17.9;0
14/10/2021 20:32;17.7;0
14/10/2021 20:47;17.5;0
14/10/2021 21:02;17.4;0
14/10/2021 21:17;17.2;0
14/10/2021 21:32;16.5;0
14/10/2021 21:47;16;0
14/10/2021 22:02;15.7;0
14/10/2021 22:17;15.7;0
14/10/2021 22:32;15.3;0
14/10/2021 22:47;15.1;0
14/10/2021 23:02;15.1;0
14/10/2021 23:17;15;0
14/10/2021 23:32;15.1;0
14/10/2021 23:47;15.2;0
15/10/2021 00:02;15.1;0
15/10/2021 00:17;14.9;0
15/10/2021 00:32;14.9;0
15/10/2021 00:47;14.7;0
15/10/2021 01:02;14.6;0
15/10/2021 01:17;14.5;0
15/10/2021 01:32;14.4;0
15/10/2021 01:47;14.1;0
15/10/2021 02:02;13.9;0
15/10/2021 02:17;13.8;0
15/10/2021 02:32;13.5;0
15/10/2021 02:47;13.4;0
15/10/2021 03:02;13.3;0
15/10/2021 03:17;13;0
15/10/2021 03:32;12.8;0
15/10/2021 03:47;12.6;0
15/10/2021 04:02;12.7;0
15/10/2021 04:17;12.7;0
15/10/2021 04:32;12.5;0
15/10/2021 04:47;12.2;0
15/10/2021 05:02;12.3;0
15/10/2021 05:17;12.2;0
15/10/2021 05:32;12.1;0
15/10/2021 05:47;11.9;0
15/10/2021 06:02;11.7;0
15/10/2021 06:17;11.6;0
15/10/2021 06:32;11.4;0
15/10/2021 06:47;11.5;0
15/10/2021 07:02;11.4;0
15/10/2021 07:17;11.2;0
15/10/2021 07:32;11;0
15/10/2021 07:47;10.9;2
15/10/2021 08:02;10.8;8
15/10/2021 08:17;10.9;15
15/10/2021 08:32;11.1;19
15/10/2021 08:47;11.3;21
15/10/2021 09:02;11.6;44
15/10/2021 09:17;12.5;136
15/10/2021 09:32;13.3;168
15/10/2021 09:47;14.1;211
15/10/2021 10:02;14.7;122
15/10/2021 10:17;15;39
15/10/2021 10:32;15.3;41
15/10/2021 10:47;15.7;46
15/10/2021 11:02;16.3;290
15/10/2021 11:17;17.5;422
15/10/2021 11:32;18.7;445
15/10/2021 11:47;19.9;457
15/10/2021 12:02;20.6;436
15/10/2021 12:17;21.2;495
15/10/2021 12:32;21.3;522
15/10/2021 12:47;21.8;522
15/10/2021 13:02;21.9;494
15/10/2021 13:17;21.6;484
15/10/2021 13:32;21.6;532
15/10/2021 13:47;21.6;558
15/10/2021 14:02;21.9;555
15/10/2021 14:17;21.9;548
15/10/2021 14:32;22.5;527
15/10/2021 14:47;22.3;502
15/10/2021 15:02;22.2;469
15/10/2021 15:17;21.8;432
15/10/2021 15:32;21.7;395
15/10/2021 15:47;22;379
15/10/2021 16:02;22.1;370
15/10/2021 16:17;22.1;352
15/10/2021 16:32;22.6;338
15/10/2021 16:47;22.7;294
15/10/2021 17:02;22.7;268
15/10/2021 17:17;22.2;233
15/10/2021 17:32;21.5;170
15/10/2021 17:47;20.7;39
15/10/2021 18:02;19.5;29
15/10/2021 18:17;18.5;19
15/10/2021 18:32;18;25
15/10/2021 18:47;17.5;8
15/10/2021 19:02;17.2;2
15/10/2021 19:17;16.9;0
15/10/2021 19:32;16.7;0
15/10/2021 19:47;16.4;0
15/10/2021 20:02;16.2;0
15/10/2021 20:17;16.1;0
15/10/2021 20:32;15.8;0
15/10/2021 20:47;15.8;0
15/10/2021 21:02;15.8;0
15/10/2021 21:17;15.7;0
15/10/2021 21:32;15.7;0
15/10/2021 21:47;15.6;0
15/10/2021 22:02;15.5;0
15/10/2021 22:17;15.6;0
15/10/2021 22:32;15.6;0
15/10/2021 22:47;15.6;0
15/10/2021 23:02;15.6;0
15/10/2021 23:17;15.6;0
15/10/2021 23:32;15.4;0
15/10/2021 23:47;15.2;0
16/10/2021 00:02;14.9;0
16/10/2021 00:17;15;0
16/10/2021 00:32;15.1;0
16/10/2021 00:47;15;0
16/10/2021 01:02;15;0
16/10/2021 01:17;15;0
16/10/2021 01:32;15;0
16/10/2021 01:47;15;0
16/10/2021 02:02;14.9;0
16/10/2021 02:17;14.9;0
16/10/2021 02:32;14.9;0
16/10/2021 02:47;14.9;0
16/10/2021 03:02;14.8;0
16/10/2021 03:17;14.7;0
16/10/2021 03:32;14.5;0
16/10/2021 03:47;14.3;0
16/10/2021 04:02;14.2;0
16/10/2021 04:17;14.1;0
16/10/2021 04:32;14;0
16/10/2021 04:47;14;0
16/10/2021 05:02;14.1;0
16/10/2021 05:17;14.1;0
16/10/2021 05:32;14.1;0
16/10/2021 05:47;14.1;0
16/10/2021 06:02;14.1;0
16/10/2021 06:17;14.1;0
16/10/2021 06:32;14.1;0
16/10/2021 06:47;14.3;0
16/10/2021 07:02;14.2;0
16/10/2021 07:17;14;0
16/10/2021 07:32;14.3;0
16/10/2021 07:47;14.2;0
16/10/2021 08:02;14.1;2
16/10/2021 08:17;14;11
16/10/2021 08:32;14.3;28
16/10/2021 08:47;14.5;44
16/10/2021 09:02;14.7;76
16/10/2021 09:17;15.1;67
16/10/2021 09:32;15.3;128
16/10/2021 09:47;15.8;112
16/10/2021 10:02;16;117
16/10/2021 10:17;16.3;89
16/10/2021 10:32;16.4;116
16/10/2021 10:47;16.6;113
16/10/2021 11:02;16.7;152
16/10/2021 11:17;17;138
16/10/2021 11:32;17.1;209
16/10/2021 11:47;17.4;217
16/10/2021 12:02;17.7;188
16/10/2021 12:17;18;206
16/10/2021 12:32;18.2;175
16/10/2021 12:47;18;255
16/10/2021 13:02;18.4;368
16/10/2021 13:17;18.8;304
16/10/2021 13:32;19.4;130
16/10/2021 13:47;19.2;142
16/10/2021 14:02;18.8;234
16/10/2021 14:17;18.9;222
16/10/2021 14:32;19.3;235
16/10/2021 14:47;19.6;222
16/10/2021 15:02;19.4;235
16/10/2021 15:17;19.6;131
16/10/2021 15:32;19.4;151
16/10/2021 15:47;19.5;101
16/10/2021 16:02;19.5;96
16/10/2021 16:17;19.6;112
16/10/2021 16:32;19.6;251
16/10/2021 16:47;20.2;138
16/10/2021 17:02;20.1;77
16/10/2021 17:17;19.7;64
16/10/2021 17:32;19.4;39
16/10/2021 17:47;19.2;22
16/10/2021 18:02;19;10
16/10/2021 18:17;18.6;4
16/10/2021 18:32;18.2;2
16/10/2021 18:47;17.9;1
16/10/2021 19:02;17.6;0
16/10/2021 19:17;17.3;0
16/10/2021 19:32;17.3;0
16/10/2021 19:47;17.1;0
16/10/2021 20:02;16.5;0
16/10/2021 20:17;16.2;0
16/10/2021 20:32;15.7;0
16/10/2021 20:47;15.5;0
16/10/2021 21:02;15.5;0
16/10/2021 21:17;15.6;0
16/10/2021 21:32;15.5;0
16/10/2021 21:47;15.3;0
16/10/2021 22:02;15.4;0
16/10/2021 22:17;15.6;0
16/10/2021 22:32;15.8;0
16/10/2021 22:47;15.8;0
16/10/2021 23:02;15.6;0
16/10/2021 23:17;15.5;0
16/10/2021 23:32;15.6;0
16/10/2021 23:47;15.7;0
17/10/2021 00:02;15.8;0
17/10/2021 00:17;15.9;0
17/10/2021 00:32;16.1;0
17/10/2021 00:47;16.2;0
17/10/2021 01:02;16.3;0
17/10/2021 01:17;16.4;0
17/10/2021 01:32;16.5;0
17/10/2021 01:47;16.5;0
17/10/2021 02:02;16.5;0
17/10/2021 02:17;16.5;0
17/10/2021 02:32;16.5;0
17/10/2021 02:47;16.5;0
17/10/2021 03:02;16.6;0
17/10/2021 03:17;16.7;0
17/10/2021 03:32;16.8;0
17/10/2021 03:47;16.9;0
17/10/2021 04:02;17;0
17/10/2021 04:17;17.1;0
17/10/2021 04:32;17.3;0
17/10/2021 04:47;17.3;0
17/10/2021 05:02;17.3;0
17/10/2021 05:17;17.3;0
17/10/2021 05:32;17.4;0
17/10/2021 05:47;17.4;0
17/10/2021 06:02;17.4;0
17/10/2021 06:17;17.4;0
17/10/2021 06:32;17.4;0
17/10/2021 06:47;17.4;0
17/10/2021 07:02;17.4;0
17/10/2021 07:17;17.4;0
17/10/2021 07:32;17.4;0
